"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, October 01, 2013",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Possession of Drug Paraphernalia, Public Urination,",,
13-71703T,10/5,0030 hrs,10/5,0030 hrs,10/5,0059 hrs,"Minor with Alcohol in Body, Minor in Possession of",Hayden East,Cleared by Arrest
"",,,,,,,"Alcohol,",,
"",,,,,,,,Sun Devil Fitness,
13-71734T,10/5,0237 hrs,10/5,0237 hrs,10/5,0251 hrs,Minor with Alcohol in Body,,Cleared by Arrest
"",,,,,,,,Center,
"",,,,,,,,E University Dr / E,
13-71817T,10/5,1727 hrs,10/5,1727 hrs,10/5,1741 hrs,Criminal Trespassing,,Cleared by Arrest
"",,,,,,,,Veterans Way,
13-71825T,10/5,1802 hrs,10/1,0130 hrs,10/1,0130 hrs,Theft,Hassayampa Phase 2,Pending
"",,,,,,,,S Rural Rd / E Spence,
13-71859T,10/5,2053 hrs,10/5,2053 hrs,10/5,2056 hrs,Minor in Possession of Alcohol,,Cleared by Arrest
"",,,,,,,,Ave,
13-71886T,10/5,2243 hrs,10/5,2243 hrs,10/5,2319 hrs,Minor with Alcohol in Body,Biodesign A Wing,Cleared by Arrest
13-71900T,10/5,2340 hrs,10/5,2340 hrs,10/5,2343 hrs,Minor with Alcohol in Body,Hassayampa Phase 2,Cleared by Arrest
13-71901T,10/5,2355 hrs,10/5,2355 hrs,10/6,1500 hrs,"Criminal Trespassing, Misdemeanor Warrant",Vista del Sol,Cleared by Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S Sossaman Rd / S,
13-71902P,10/6,0001 hrs,10/6,0001 hrs,10/6,0044 hrs,"Racing - Exhibition of Speed, Reckless Driving",,Cleared by Arrest
"",,,,,,,,Avery St,
13-71910T,10/6,0059 hrs,10/6,0059 hrs,10/6,0125 hrs,Minor with Alcohol in Body,Vista del Sol,Cleared by Arrest
"",,,,,,,,1600 Block S,
13-71916T,10/6,0141 hrs,10/6,0141 hrs,10/6,0207 hrs,Minor with Alcohol in Body,,Cleared by Arrest
"",,,,,,,,McAllister,
13-71927T,10/6,0303 hrs,10/6,0303 hrs,10/6,0353 hrs,Minor with Alcohol in Body,Vista del Sol,Cleared by Arrest
13-71969D,10/6,1056 hrs,10/6,1056 hrs,10/6,1113 hrs,Public Nuisance,Ucent,Cleared by Arrest
13-71977D,10/6,1158 hrs,10/6,1158 hrs,10/6,1208 hrs,Public Consumption of Alcohol,500 Block N Central,Cleared by Arrest
"",,,,,,,,Physical Science H,
13-72029T,10/6,1820 hrs,10/3,1600 hrs,10/6,1820 hrs,Bike Theft,,Pending
"",,,,,,,,Wing,
"",,,,,,,,Sun Devil Fitness,
13-72032T,10/6,1849 hrs,10/6,1600 hrs,10/6,1800 hrs,Bike Theft,,Pending
"",,,,,,,,Center,
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
13-72066T,10/6,2108 hrs,10/6,2108 hrs,10/7,0030 hrs,,Hayden East,Cleared by Arrest
"",,,,,,,"Paraphernalia, Possession of Dangerous Drugs",,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-72103T,10/7,0008 hrs,10/7,0008 hrs,10/7,0052 hrs,Minor in Possession of Alcohol,Parking Structure 7,Cleared by Arrest
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
13-72108T,10/7,0051 hrs,10/7,0051 hrs,10/7,0220 hrs,,Parking Structure 5,Cleared by Arrest
"",,,,,,,Paraphernalia Possession of Dangerous Drugs,,
13-72204T,10/7,1322 hrs,10/7,1205 hrs,10/7,1305 hrs,Bike Theft,Lot 66,Pending
13-72251T,10/7,1759 hrs,10/3,2340 hrs,10/3,2345 hrs,Theft,Lot 72,Pending
"",,,,,,,,Sun Devil Fitness,
13-72253T,10/7,1803 hrs,10/7,1430 hrs,10/7,1700 hrs,Bike Theft,,Pending
"",,,,,,,,Center,
"",,,,,,,"Possession of Drug Paraphernalia, Possession of",,
13-72254T,10/7,1812 hrs,10/7,1812 hrs,10/7,1846 hrs,,Palo Verde Main,Cleared by Arrest
"",,,,,,,Alcohol,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-72416T,10/8,0903 hrs,10/4,1700 hrs,10/7,0900 hrs,Criminal Damage,University Club,Pending
13-72491T,10/8,1442 hrs,10/4,2000 hrs,10/8,0830 hrs,Bike Theft,Lot 59,Pending
"",,,,,,,,Sun Devil Fitness,
13-72497W,10/8,1512 hrs,10/7,1300 hrs,10/8,2030 hrs,Bike Theft,,Pending
"",,,,,,,,Center West,
13-72507T,10/8,1601 hrs,10/8,1545 hrs,10/8,1545 hrs,Theft,Hayden Library,Pending
13-72521T,10/8,1759 hrs,10/8,0945 hrs,10/8,1745 hrs,Vehicle Theft,Lot 59E,Pending
13-72526D,10/8,1842 hrs,10/8,1842 hrs,10/8,1842 hrs,Bike Theft,Ucent,Pending
13-72548T,10/8,2132 hrs,10/4,1730 hrs,10/8,0850 hrs,Bike Theft,Cereus,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-72597T,10/9,0302 hrs,10/9,0302 hrs,10/9,0303 hrs,Minor with Alcohol in Body,Vista del Sol,Cleared by Arrest
13-72642T,10/9,0939 hrs,9/25,2200 hrs,10/2,0800 hrs,Theft,Memorial Union,Pending
13-72716T,10/9,1427 hrs,10/9,1427 hrs,10/9,1608 hrs,Criminal Trespass,Hayden Library,Pending
13-72717P,10/9,1442 hrs,10/7,1440 hrs,10/7,1450 hrs,Theft,Picacho Hall,Pending
"",,,,,,,,Sun Devil Fitness,
13-72736T,10/9,1538 hrs,10/9,1533 hrs,10/9,1533 hrs,Theft,,Pending
"",,,,,,,,Center,
13-72747T,10/9,1717 hrs,10/9,1717 hrs,10/9,1717 hrs,Failure to Notify on Striking Unattended Vehicle,Lot 59,Pending
13-72802T,10/9,2123 hrs,10/9,2123 hrs,10/9,2156 hrs,Possession of Drug Paraphernalia,Manzanita,Cleared by Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-72969T,10/10,1121 hrs,10/9,1700 hrs,10/9,1700 hrs,Criminal Damage,Cholla,Pending
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
13-72988T,10/10,1255 hrs,10/10,1255 hrs,10/10,1300 hrs,,Best,Cleared by Arrest
"",,,,,,,Paraphernalia,,
13-73018T,10/10,1448 hrs,10/4,0945 hrs,10/10,1448 hrs,"Theft, Forgery/Fraud",Palo Verde West,Pending
13-73081D,10/10,2011 hrs,10/10,1800 hrs,10/10,2000 hrs,Bike Theft,Cronkite,Pending
13-73105T,10/10,2153 hrs,10/10,1800 hrs,10/10,2100 hrs,Bike Theft,Matthews Center,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,900 Block E University,
13-73153T,10/11,0006 hrs,10/11,0006 hrs,10/11,0011 hrs,Minor with Alcohol in Body,,Cleared by Arrest
"",,,,,,,,Dr,
"",,,,,,,"Minor with Alcohol in Body, Minor Possession of",,
13-73161T,10/11,0024 hrs,10/11,0024 hrs,10/11,0037 hrs,,Lot 59,Cleared by Arrest
"",,,,,,,Alcohol,,
13-73179T,10/11,0108 hrs,10/11,0108 hrs,10/11,0118 hrs,"Minor with Alcohol in Body, Warrant",Lot 45,Cleared by Arrest
13-73186T,10/11,0135 hrs,10/11,0135 hrs,10/11,0151 hrs,Minor with Alcohol in Body,Lot 59,Cleared by Arrest
13-73214T,10/11,0421 hrs,10/11,0421 hrs,10/11,0430 hrs,Minor with Alcohol in Body,McClintock Hall,Cleared by Arrest
"",,,,,,,,E University Dr / S,
13-73263T,10/11,0900 hrs,10/11,0900 hrs,10/11,0915 hrs,Driving on Suspended License,,Cleared by Arrest
"",,,,,,,,Forest Ave,
13-73270D,10/11,0941 hrs,10/11,0900 hrs,10/11,0940 hrs,Bike Theft,Ucent,Pending
13-73309T,10/11,1305 hrs,10/11,0900 hrs,10/11,1250 hrs,Bike Theft,Memorial Union,Pending
13-73334T,10/11,1551 hrs,9/2,0830 hrs,9/4,0830 hrs,Vehicle Burglary,Parking Structure 1,Pending
"",,,,,,,,Engineering Center F,
13-73335T,10/11,1552 hrs,10/11,1600 hrs,10/11,1600 hrs,Theft,,Closed
"",,,,,,,,Wing,
13-73338T,10/11,1604 hrs,10/10,2145 hrs,10/11,1300 hrs,Criminal Damage,Vista del Sol,Pending
"",,,,,,,,Fulton Parking,
13-73457T,10/11,2340 hrs,10/11,2340 hrs,10/12,0042 hrs,Possession of Drug Paraphernalia,,Cleared by Arrest
"",,,,,,,,Structure,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,E University Dr / S,
13-73465T,10/12,0004 hrs,10/12,0004 hrs,10/12,0010 hrs,Minor with Alcohol in Body,,Cleared by Arrest
"",,,,,,,,Rural Rd,
13-73476T,10/12,0040 hrs,10/12,0040 hrs,10/12,0556 hrs,Minor with Alcohol in Body,Palo Verde Main,Cleared by Arrest
13-73484T,10/12,0110 hrs,10/12,0110 hrs,10/12,0140 hrs,Possession of Drug Paraphernalia,Parking Structure 4,Cleared by Arrest
13-73489T,10/12,0130 hrs,10/12,0110 hrs,10/12,0152 hrs,Minor with Alcohol in Body,1100 Block S Rural Rd,Cleared by Arrest
"",,,,,,,,6400 Block S,
13-73493P,10/12,0144 hrs,10/12,0144 hrs,10/12,0311 hrs,Possession of Drug Paraphernalia,,Cleared by Arrest
"",,,,,,,,Sagewood,
13-73497T,10/12,0203 hrs,10/12,0130 hrs,10/12,0130 hrs,"Theft of Vehicle, Criminal Damage",Palo Verde Main,Pending
"",,,,,,,"Under 21 - Driving and Drinking, Minor with Alcohol",S Rural Rd / E,
13-73508T,10/12,0356 hrs,10/12,0356 hrs,10/12,0409 hrs,,,Cleared by Arrest
"",,,,,,,"in Body, Speed not reasonable",Broadway Rd,
13-73527T,10/12,0806 hrs,10/11,2200 hrs,10/12,0800 hrs,Theft,Memorial Union,Pending
13-73558T,10/12,0203 hrs,10/12,0203 hrs,10/12,0203 hrs,Criminal Damage,Palo Verde Main,Pending
13-73587T,10/12,1418 hrs,10/12,0300 hrs,10/12,0300 hrs,Criminal Damage,Vista del Sol,Pending
"",,,,,,,"Possession of Marijuana, Possession of Drug",Fulton Parking,
13-73607T,10/12,1728 hrs,10/12,1728 hrs,10/12,1816 hrs,,,Cleared by Arrest
"",,,,,,,Paraphernalia,Structure,
13-73654T,10/12,2048 hrs,10/12,2048 hrs,10/12,2053 hrs,Minor with Alcohol in Body,Sun Devil Stadium,Cleared by Arrest
13-73670T,10/12,2135 hrs,10/12,2135 hrs,10/12,2210 hrs,Assault,Lot 58,Cleared by Arrest
"",,,,,,,,,Other Agency
13-73676T,10/12,2225 hrs,10/12,2225 hrs,10/12,2225 hrs,Aggravated Assault,Parking Structure 4,
"",,,,,,,,,Jurisdiction
