"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Wednesday, August 01, 2012",,
"",,,,,Occurred,,
"",Date,Time,,,,,
12-14585T,8/20,1852 hrs,8/18,2000 hrs,8/18,2300 hrs,Bike Theft,Memorial Union,Pending
"",,,,,,,,500 Block E University,
12-14586T,8/20,1921 hrs,8/20,1921 hrs,8/20,1947 hrs,Cab Operating Without Insurance,,Cleared by Arrest
"",,,,,,,,Dr,
"",,,,,,,,Sun Devil Fitness,
12-14593T,8/20,2044 hrs,8/20,1945 hrs,8/20,2030 hrs,Theft,,Pending
"",,,,,,,,Center,
"",,,,,,,,Sun Devil Fitness,
12-14594T,8/20,2049 hrs,8/20,2000 hrs,8/20,2049 hrs,Theft,,Pending
"",,,,,,,,Center,
12-14595T,8/20,2132 hrs,8/20,2132 hrs,8/20,2152 hrs,Under 21 with Alcohol in Body,Sonora,Cleared by Arrest
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
12-14596T,8/20,2137 hrs,8/20,2137 hrs,8/20,2241 hrs,,Hassayampa Phase 2,Cleared by Arrest
"",,,,,,,Paraphernalia,,
12-14599T,8/20,2232 hrs,8/20,2232 hrs,8/20,2249 hrs,Under 21 with Alcohol in Body,Best Hall,Cleared by Arrest
12-14603T,8/20,2308 hrs,8/19,2000 hrs,8/20,1700 hrs,Bike Theft,Palo Verde East,Pending
"",,,,,,,"No Drivers License, Failure to Stop for Police, Lighted",900 Block E. Apache,
12-14607T,8/20,2343 hrs,8/20,2343 hrs,8/20,2351 hrs,,,Cleared by Arrest
"",,,,,,,Lamps Required,Blvd.,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
12-14646T,8/21,1011 hrs,7/31,1700 hrs,7/31,2156 hrs,Theft,Bio A,Pending
12-14668T,8/21,1636 hrs,8/21,1430 hrs,8/21,1500 hrs,Theft,Palo Verde E,Pending
12-14670T,8/21,1727 hrs,8/16,1400 hrs,8/21,1000 hrs,Bike Theft,Hassayampa Phase 1,Pending
12-14706T,8/21,2257 hrs,8/21,2250 hrs,8/21,2255 hrs,Assault,Cholla,Pending
12-14708T,8/21,2329 hrs,8/21,2359 hrs,8/21,2359 hrs,"Drug Narc Violations, Minor In Possession Of Alcohol",Hassayampa Phase 1,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
12-14720T,8/22,0331 hrs,8/22,0230 hrs,8/22,0230 hrs,"Sexual Assault, Theft",Vista Del Sol,Pending
"",,,,,,,"Possession of Marijuana, Underage DUI, Minor in",E. Broadway Rd. / S.,
12-14722T,8/22,0354 hrs,8/22,0354 hrs,8/22,0354 hrs,,,Pending
"",,,,,,,Possession of Alcohol,College Ave.,
12-14729P,8/22,0810 hrs,8/6,0800 hrs,8/20,0800 hrs,Theft,Catalina Hall,Pending
12-14745P,8/22,1147 hrs,8/22,1147 hrs,8/22,1252 hrs,Theft,Preparatory Academy,Pending
12-14755T,8/22,1255 hrs,8/22,0830 hrs,8/22,1300 hrs,Criminal Damage,Parking Structure 4,Pending
12-14761T,8/22,0950 hrs,8/22,1400 hrs,8/22,1400 hrs,Shoplifting,Bookstore,Cleared by Arrest
12-14763T,8/22,1416 hrs,8/21,1400 hrs,8/21,1800 hrs,Bicycle Theft,Music West,Pending
"",,,,,,,,Community Services,
12-14769T,8/22,1457 hrs,8/21,1640 hrs,8/21,1725 hrs,Theft,,Pending
"",,,,,,,,Building,
12-14772T,8/22,1623 hrs,8/22,1623 hrs,8/22,1921 hrs,Bicycle Theft,Psychology,Pending
12-14776T,8/22,1744 hrs,8/21,2300 hrs,8/21,2345 hrs,2nd Degree Burglary,Palo Verde West,Pending
12-14787T,8/22,1949 hrs,8/22,1400 hrs,8/22,1800 hrs,2nd Degree Burglary,Palo Verde East,Pending
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
12-14791T,8/22,2116 hrs,8/22,2116 hrs,8/23,0641 hrs,,Parking Structure 5,Pending
"",,,,,,,Paraphernalia,,
12-14804W,8/22,2323 hrs,8/22,2323 hrs,8/23,0320 hrs,Minor in Consumption of Alcohol,Casa de Oro,Cleared by Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
12-14811T,8/23,0011 hrs,8/23,0011 hrs,8/23,0011 hrs,Bike Theft,Agave,Pending
12-14813T,8/23,0037 hrs,8/23,0037 hrs,8/23,0037 hrs,Minor With Alcohol In Body,Juniper Hall,Cleared By Arrest
12-14840T,8/23,0858 hrs,8/23,0834 hrs,8/23,0840 hrs,Vehicle Burglary,Parking Lot 11,Pending
"",,,,,,,,Campus children's,
12-14841,8/23,0911 hrs,8/22,0930 hrs,8/23,0953 hrs,Aggravated Criminal damage,,Pending
"",,,,,,,,Center,
12-14850T,8/23,1205 hrs,8/21,1630 hrs,8/23,1200 hrs,Bike Theft,Wells Fargo Arena,Pending
12-14857T,8/23,1329 hrs,8/22,2000 hrs,8/23,1300 hrs,Bike Theft,University Towers,Pending
"",,,,,,,,Stauffer,
12-14862T,8/23,1438 hrs,8/18,1800 hrs,8/23,1430 hrs,Criminal damage,Communications,Pending
"",,,,,,,,Building,
12-14886T,8/23,1817hrs,8/15,0130 hrs,8/15,0130 hrs,Sex Assault,Hassayampa Phase 1,Pending
12-14891T,8/23,1927 hrs,8/22,0000 hrs,8/23,1927 hrs,Burglary,Palo Verde East,Pending
"",,,,,,,"Possession Of Marijuana, Possession Drug",,
12-14911T,8/23,2227 hrs,8/23,2227 hrs,8/23,2227 hrs,,Hassayampa Phase II,Pending
"",,,,,,,Paraphernalia,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,E. Apache Blvd. / N.,
12-14927T,8/24,0100 hrs,8/24,0100 hrs,8/24,0127 hrs,Minor in Consumption of Alcohol,,Cleared by Arrest
"",,,,,,,,Forest Ave.,
"",,,,,,,"Minor in Consumption of Alcohol, Open Container in",E. University Dr. /  S.,
12-14936T,8/24,0223 hrs,8/24,0223 hrs,8/24,1953 hrs,,,Cleared by Arrest
"",,,,,,,Vehicle,Mill Ave.,
12-14951T,8/24,0818 hrs,8/23,2200 hrs,8/24,0500 hrs,2nd Degree Burglary,Palo Verde,Pending
12-14954T,8/24,0916 hrs,8/23,1930 hrs,8/24,0800 hrs,Criminal Damage,Psychology Parking Lot,Pending
12-14973T,8/24,1155 hrs,8/24,1020 hrs,8/24,1120 hrs,Bicycle Theft,Life Sciences-A Wing,Pending
12-14977T,8/24,1223 hrs,8/22,1400 hrs,8/22,1700 hrs,Criminal Trespass,Palo Verde East,Pending
12-14980T,8/24,1217 hrs,8/23,2100 hrs,8/24,1130 hrs,Bicycle Theft,Parking Lot 59,Pending
"",,,,,,,"2nd Degree Burglary, Fraudulent Use of a Credit Card,",,
12-14984T,8/24,1310 hrs,8/18,1200 hrs,8/21,1900 hrs,Theft of a Credit Card or Obtaining a Credit Card by,Hassayampa Phase I,Pending
"",,,,,,,Fraud,,
12-15001T,8/24,1621 hrs,8/23,2100 hrs,8/24,0900 hrs,Bicycle Theft,Vista Del Sol,Pending
12-15004D,8/24,1654 hrs,8/23,2100 hrs,8/24,1300 hrs,Criminal Damage,NHI Parking Structure,Pending
12-15008T,8/24,1813 hrs,8/24,1430 hrs,8/24,1930 hrs,Theft,Palo Verde Main,Pending
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
12-15014T,8/24,1912 hrs,8/24,1930 hrs,8/24,1930 hrs,,Towers Apartments,Pending
"",,,,,,,Paraphernalia,,
12-15038T,8/24,2236 hrs,8/24,2236 hrs,8/24,2236 hrs,Minor in Consumption of Alcohol,Vista Del Sol,Cleared by Arrest
"",,,,,,,"Minor in Consumption of Alcohol, Minor in Possession",E. Apache Blvd. / S.,
12-15048T,8/24,2311 hrs,8/24,2311 hrs,8/24,2313 hrs,,,Cleared by Arrest
